Id,Start,End,Title,Link,kicker,Category,Type,Authors,PubType,Resil
100000005427746,Sun-9-17-2017-6PM,Sun-9-17-2017-9PM,Gay Parents Become Activists in Australian Marriage Debate,https://www.nytimes.com/2017/09/13/world/australia/gay-marriage-children.html,None,World,article,[ Adam Baidawi -],Interrupted,a
100000005427746,Mon-9-18-2017-1AM,Mon-9-18-2017-6PM,Gay Parents Become Activists in Australian Marriage Debate,https://www.nytimes.com/2017/09/13/world/australia/gay-marriage-children.html,None,World,article,[ Adam Baidawi -],Interrupted,a
100000005431797,Sun-9-17-2017-9PM,Sun-9-17-2017-10PM,What We�۪re Watching at This Year�۪s United Nations General Assembly,https://www.nytimes.com/2017/09/17/world/americas/united-nations-general-assembly-issues.html,None,World,article,[ Somini Sengupta - Rick Gladstone -],Interrupted,b
100000005431797,Sun-9-17-2017-11PM,Mon-9-18-2017-1PM,What We�۪re Watching at This Year�۪s United Nations General Assembly,https://www.nytimes.com/2017/09/17/world/americas/united-nations-general-assembly-issues.html,None,World,article,[ Somini Sengupta - Rick Gladstone -],Interrupted,b
